	ActualOutput	Sentence	sentiment
2055	1	"I use the same store-brand tall kitchen trash bags I already use in the kitchen for it -- no special ""diaper"" trash bags necessary."	-1
2056	-1	Diapers can get stuck when turned around if you don't tightly wrap them first.	-1
2057	-1	For one thing, The diapers always get jammed in it.	-1
2058	1	Update (March 2005): My son has been out of diapers for almost 2 years now, but the Diaper Champ hung in there till the very end - easy to use, no problems with odors, and one of the best bargains among all of the paraphernalia required for the modern baby :-)	1
2059	1	(You can do it one handed while still hanging on to the baby.) Also, we like using regular trash bags instead of having to worry about buying refills (like with the Diaper Genie).	-1
2060	-1	The cons, at times the diaper wipes get stuck in the disposal area making it hard to turn the handle back and forth.	-1
2061	-1	My main complaints are that it should be deeper or wider as it doesn't even fit a smaller sized garbage bag.	-1
2062	1	THIS PRODUCT IS A LIFESAVER!!	-1
2063	-1	Well, I suppose this is better than an open pail, but to have a nursery in which there is no unpleasant smell is quite impossible no matter what you use.	-1
2064	1	We empty ours every day and we have never had an odors from it!	-1
2065	1	even did while daughter sleep and no noise!	-1
2066	-1	It's certainly not worth the money or the upkeep.	-1
2067	-1	"The ""new"" design still needs lots of improvement!"	-1
2068	-1	The one thing that sets this product apart from the diaper genie is that this product can use regular garbage bags.	-1
2069	-1	Having used it with 2 children 13 months apart.	-1
2070	1	It doesn't stink, ever (like some have assumed since it doesn't wrap each diaper into its own neat little cocoon).	-1
2071	1	Regardless to this fact, I believe the Champ is the best way to go.	1
2072	1	All in all, this product is definitely one I would recommend and certainly worth the very reasonable price.	1
2073	1	Personally, I am VERY pleased with the Diaper Champ.	1
2074	-1	Remember, it does hold dirty diapers!	-1
2075	-1	Not only can they be a pain to install, but who needs one extra thing to watch a supply of?	-1
2076	-1	We liked it because:	-1
2077	-1	We resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the Diaper Champ for wet diapers only.	-1
2078	1	We use regular kitchen sized garbage bags.	-1
2079	1	I use the regular kitchen trash bags and it is so easy to empty.	1
2080	-1	We all hated it.	-1
2081	-1	I mean, with babies it's already far too easy to run out of diapers or formula.	-1
2082	1	This is a great diaper pail.	1
2083	-1	I find the major problem with this item is that if you have a very messy diaper and can't tightly bundle it without a mess, the mess gets all over the module that dumps the diaper and the stink is OUTSIDE of the diaper pail.	-1
2084	1	Works great, no odor, and uses regular bags.	1
2085	1	And it's the largest diaper pail I've seen without taking up more floor space.	-1
2086	-1	It still smelled.	-1
2087	-1	I'm concerned that as she gets older the #2 diapers will only get worse.	-1
2088	-1	The positives outway the negatives.	-1
2089	-1	She said her sister had the Diaper Champ and that it took regular garbage bags and worked just as well.	-1
2090	-1	Here's the catch for us- our daughter never drank formula, which is what gives baby waste a foul smell, and when she was eating solids we followed the American Pediatric Association recommendation to flush solid products instead of disposing of them.	-1
2091	-1	I only noticed an odor one time and that was because I did not close thelid when I changed out the bag.	-1
2092	-1	My toddler thought rotating the  top was fun-he always wanted to play with it	-1
2093	1	First 4 months it was in our bedroom and we did not even smell any odor.	-1
2094	-1	Originally with my son we had a Diaper Genie.	-1
2095	-1	So, I took it to the tub, scrub it down with disinfectant.	-1
2096	-1	Otherwise, get a smaller single speed router, which will be much easier to use freehand and is all you need for smaller diameter bits.	-1
2097	-1	(I prefer 1/2 inch bits).	-1
2098	-1	I did my homework before buying my larger 3+hp router for my router table.	-1
2099	1	The edge guide is top quality, easy to install and accurate.	1
2100	1	But, for the money it is a good machine.	1
2101	-1	The sliding latch is does not stay in place.	-1
2102	-1	I didn't use the speed control that often so that is not a big deal.	-1
2103	-1	Bought an expensive Dewalt router some three years ago and never became comfortable with it.	-1
2104	1	Its well made and user friendly.	-1
2105	-1	Also stuck a couple of o-rings in the collet like a previous reviewer suggested & have never had a stuck bit.	-1
2106	-1	Lefties can switch the angle of the handles by loosening the screws, repositioning, then retightening.	-1
2107	-1	It works well with the larger bits.	1
2108	-1	The Hitachi, on the other hand has a beautiful large flat edge to run against a guide, and the sub-base is recessed so as not to interfere.	-1
2109	1	It's very quiet for a universal motor-driven tool, and the height adjustment stick and variable speed control are great.	1
2110	-1	This was my first real introduction to serious routing and I thought that the M12 was just a router.	-1
2111	-1	Two, the single wrench just doesn't work well.	-1
2112	-1	Unfortunately, the Bosch fixed base has no flat edge to ride against a guide, and both bases have a sub-base that extends past the metal base to prevent using against any kind of guide.	-1
2113	1	They were easy to setup with plenty of power to hog through anything I have encountered.	1
2114	-1	The deal Amazon has going can't be beat and if you're considering buying this machine, do so from this site.	-1
2115	-1	At the last Anahiem WW Show I decided to get the M12V.	-1
2116	-1	Bottom line: Highly recommended, but best when used in a table.	-1
2117	-1	My first experience with this router was when I was working in a professional window and door shop.	-1
2118	-1	"Hitachi includes a 1/2"" straight cutting bit in the package, and I used this to cut out my table."	-1
2119	-1	At first, I kicked myself for not buying one in the first place instead of my smaller router, but in retrospect I think this is the best compromise.	-1
2120	1	I really liked the price...	-1
2121	1	This router has soft start and runs smooth and true.	-1
2122	1	This is an excellent router for the money.	1
2123	-1	After getting it installed (which wasn't an easy task), it makes fine adjustments easy.	-1
2124	-1	That said, I am disappointed in the plunging mechanism.	-1
2125	-1	The authorized Hitachi service center said they didn't know what was wrong as they hardly ever get these things in for service.	-1
2126	1	It is heavy enough to make it stable, but not too heavy to preclude hand use.	-1
2127	1	The plunge lock and power switch are very easily accessible which is a must when doing free hand routing.	-1
2128	-1	I use routers solely for hand work and relegate all table usage (including panels) to my Grizzly shaper.	-1
2129	-1	It will take 31/2 inchers now.	-1
2130	1	I've got a buddy who's trying to offload his almost new $300 Speedmatic because he saw what this router can do.	-1
2131	-1	Recenly the variable speed control went out.	-1
2132	-1	The only not-so-positive comment I have is about the depth adjustment, it is not easy to micro-adjust accurately.	-1
2133	1	It is a great router for a table and with the depth adjustment knob it is easy to adjust depth prescisely.	1
2134	1	The Hitachi is a great router for a great price, but only get it if you need the maximum power, variable speed and use it in a table.	1
2135	-1	I can't complain and Amazons' service was perfect!	-1
2136	1	Other than this, I am very pleased with the router and would buy it again.	1
2137	1	For the money, I'm not sure you can do better.	-1
2138	1	Combine this with the excellent price we got in the Gold Box, and I'm really happy.	1
2139	-1	Finally, I gave up and I purchased a Router Razier.	-1
2140	-1	"Not included are: - 3/8"" chuck sleeve (the least common bit size) - depth scale in mm (the included one is in inches) - dust collector set - trimmer guide for chamfering"	-1
